# 利用者がブラウザで確認済み。3列目は新しい店名（id<TAB>URL<TAB>店名）
okayama_okayama_topsecret	https://topsecret-microbikini.com/	トップシークレット〜MB Collection〜
saitama_kasukabe_kyoko_no_shimai	https://kasukabe.kyokonoshimai.jp/	今日子の姉妹
